Age,Gender,Marital_Status,Customer_Region,Product_Category,Preferred_Payment_Method,Preferred_Delivery_Option,Device_Used,Annual_Income,Spending_Score,Average_Order_Value,Number_of_Orders,Review_Score,Age_Group,Engagement_Level,High_Spender,Cluster
65,0,1,North America,Electronics,Net Banking,Same-Day,Tablet,60389,13,228.82,65,2,60+,Occasional,0,0
50,1,0,Europe,Home,Debit Card,Standard,Tablet,165701,44,266.12,46,3,46-60,Active,0,3
48,0,1,North America,Sports,Net Banking,Standard,Tablet,128201,25,956.89,72,5,46-60,Active,0,3
55,1,1,North America,Home,PayPal,Same-Day,Tablet,191994,46,666.28,16,2,46-60,Occasional,0,3
66,0,1,South America,Fashion,Debit Card,Express,Mobile,110855,33,301.29,31,1,60+,Occasional,0,0
44,1,1,Europe,Beauty,Credit Card,Standard,Desktop,138883,18,60.45,77,1,36-45,Active,0,2
35,1,0,North America,Electronics,Credit Card,Standard,Mobile,58289,52,102.23,86,5,26-35,Active,0,2
46,1,0,North America,Sports,Credit Card,Express,Tablet,186890,34,424.87,24,4,46-60,Occasional,0,3
68,1,1,North America,Home,Debit Card,Same-Day,Desktop,172720,23,599.93,27,1,60+,Occasional,0,0
36,0,0,Asia,Electronics,PayPal,Express,Desktop,96196,20,606.92,56,4,36-45,Active,0,2
42,1,1,South America,Home,Debit Card,Same-Day,Tablet,34510,72,388.43,20,3,36-45,Active,0,2
24,1,1,Europe,Electronics,Debit Card,Express,Desktop,180261,4,879.2,55,3,18-25,Highly Active,0,2
27,1,1,Asia,Beauty,Net Banking,Standard,Mobile,56199,90,984.25,10,1,26-35,Occasional,1,1
22,1,1,South America,Home,Credit Card,Standard,Desktop,31807,3,649.44,75,2,18-25,Highly Active,0,2
54,0,0,North America,Sports,Net Banking,Express,Desktop,62958,46,985.04,73,2,46-60,Occasional,0,3
58,0,1,Europe,Fashion,Credit Card,Same-Day,Tablet,137518,7,962.64,51,5,46-60,Active,0,3
50,1,1,Europe,Electronics,Debit Card,Express,Mobile,156308,90,471.35,37,3,46-60,Active,0,3
38,0,0,Europe,Fashion,Credit Card,Same-Day,Desktop,41033,48,329.52,81,3,36-45,Occasional,0,1
23,1,0,North America,Beauty,Debit Card,Same-Day,Mobile,196117,5,908.41,29,2,18-25,Active,0,2
28,1,1,Europe,Beauty,Debit Card,Express,Mobile,33747,20,384.72,93,2,26-35,Occasional,0,1
33,1,1,North America,Sports,Debit Card,Standard,Tablet,116134,55,846.41,33,3,26-35,Active,1,2
37,1,0,South America,Electronics,Debit Card,Same-Day,Mobile,164843,100,615.11,99,4,36-45,Occasional,1,1
60,1,0,South America,Home,PayPal,Express,Mobile,78377,65,212.27,17,4,46-60,Active,0,3
62,1,0,Asia,Sports,Credit Card,Express,Mobile,111234,92,88.77,69,5,60+,Highly Active,0,0
47,0,0,Europe,Home,Net Banking,Same-Day,Tablet,61196,98,184.88,22,1,46-60,Occasional,0,3
39,1,0,North America,Beauty,PayPal,Standard,Desktop,52767,82,496.95,49,3,36-45,Occasional,0,1
62,1,0,Asia,Home,PayPal,Express,Desktop,29244,67,290.13,61,2,60+,Occasional,0,0
49,1,1,Asia,Electronics,Credit Card,Same-Day,Tablet,42773,80,283.84,59,1,46-60,Active,0,3
34,0,0,Asia,Fashion,PayPal,Same-Day,Tablet,48259,59,613.3,66,5,26-35,Occasional,1,1
26,1,1,South America,Fashion,Credit Card,Same-Day,Desktop,20973,36,916.74,80,3,26-35,Occasional,0,1
39,1,0,North America,Fashion,PayPal,Standard,Mobile,30977,2,104.51,73,1,36-45,Occasional,0,1
34,1,1,North America,Home,Credit Card,Same-Day,Tablet,66989,83,312.42,20,1,26-35,Highly Active,0,2
50,0,1,North America,Sports,Net Banking,Standard,Mobile,149171,14,532.45,95,5,46-60,Active,0,3
55,1,0,South America,Sports,PayPal,Same-Day,Tablet,138476,19,888.33,33,4,46-60,Active,0,3
67,1,1,Europe,Electronics,Net Banking,Standard,Desktop,51292,19,865.33,80,5,60+,Occasional,0,0
46,0,0,South America,Fashion,PayPal,Standard,Desktop,119280,51,718.03,87,2,46-60,Highly Active,0,3
20,0,0,North America,Home,Net Banking,Same-Day,Tablet,142052,50,173.38,77,3,18-25,Active,0,2
37,1,0,Europe,Fashion,PayPal,Same-Day,Mobile,64321,23,669.13,66,1,36-45,Active,0,2
25,0,1,South America,Fashion,Debit Card,Standard,Mobile,80652,25,927.88,6,1,18-25,Active,0,2
25,1,1,North America,Fashion,Net Banking,Same-Day,Desktop,177717,18,717.26,40,3,18-25,Highly Active,0,2
39,0,0,North America,Sports,Credit Card,Same-Day,Tablet,43617,10,404.4,82,3,36-45,Active,0,2
45,1,1,Europe,Sports,Net Banking,Express,Mobile,76731,55,223.85,86,4,36-45,Active,0,2
19,0,0,Europe,Fashion,Net Banking,Standard,Mobile,72274,84,522.31,60,1,18-25,Active,1,2
58,1,0,South America,Sports,Net Banking,Standard,Desktop,172614,62,416.62,37,4,46-60,Occasional,0,3
45,0,0,North America,Beauty,PayPal,Standard,Mobile,168941,82,302.83,76,5,36-45,Occasional,0,1
51,0,1,Asia,Electronics,PayPal,Same-Day,Mobile,69817,69,36.73,40,3,46-60,Active,0,3
45,1,0,Europe,Electronics,Debit Card,Standard,Tablet,56629,31,759.24,54,5,36-45,Active,0,2
31,1,0,Europe,Sports,Credit Card,Same-Day,Desktop,120953,4,464.1,68,2,26-35,Occasional,0,1
44,0,1,Europe,Electronics,Credit Card,Express,Mobile,51377,53,963.17,8,2,36-45,Occasional,1,1
20,1,0,South America,Electronics,Credit Card,Standard,Mobile,54331,88,152.54,33,2,18-25,Occasional,0,1
57,1,0,Europe,Home,Net Banking,Express,Tablet,169624,28,58.65,59,1,46-60,Occasional,0,3
64,1,0,North America,Home,PayPal,Express,Tablet,197045,62,403.96,68,4,60+,Occasional,0,0
49,1,0,South America,Home,Credit Card,Same-Day,Mobile,112577,4,808.23,25,3,46-60,Occasional,0,3
41,1,1,Asia,Home,Net Banking,Same-Day,Desktop,22766,15,105.62,68,4,36-45,Occasional,0,1
55,1,0,North America,Beauty,Debit Card,Same-Day,Tablet,165354,79,979.4,82,3,46-60,Active,1,3
57,1,0,South America,Fashion,PayPal,Express,Desktop,59705,22,693.32,32,1,46-60,Occasional,0,3
18,1,1,Asia,Fashion,Credit Card,Standard,Mobile,33764,20,747.97,67,4,18-25,Occasional,0,1
56,1,0,South America,Sports,Net Banking,Standard,Mobile,30287,44,55.13,92,2,46-60,Occasional,0,3
31,1,1,North America,Fashion,Debit Card,Standard,Tablet,161704,56,217.33,31,3,26-35,Occasional,0,1
66,0,1,Europe,Beauty,Credit Card,Standard,Desktop,153921,94,298.2,28,4,60+,Occasional,0,0
25,0,1,Asia,Electronics,PayPal,Standard,Mobile,172390,87,887.59,79,1,18-25,Occasional,1,1
39,1,1,Asia,Home,PayPal,Standard,Desktop,195853,62,905.61,52,3,36-45,Occasional,1,1
40,1,1,North America,Fashion,PayPal,Same-Day,Mobile,48223,42,890.81,27,2,36-45,Occasional,0,1
39,0,1,South America,Sports,Debit Card,Express,Desktop,147592,47,278.27,34,1,36-45,Active,0,2
48,1,0,South America,Sports,Debit Card,Same-Day,Mobile,183880,51,821.47,71,4,46-60,Occasional,0,3
23,0,1,South America,Fashion,Debit Card,Express,Tablet,82241,44,739.65,29,1,18-25,Active,0,2
60,1,0,North America,Fashion,PayPal,Express,Mobile,48063,29,893.2,60,5,46-60,Highly Active,0,3
60,0,1,Europe,Fashion,Credit Card,Same-Day,Desktop,40711,87,254.96,83,4,46-60,Occasional,0,3
63,1,1,Europe,Sports,Credit Card,Standard,Mobile,85884,28,986.42,19,4,60+,Occasional,0,0
65,0,0,Asia,Fashion,Net Banking,Same-Day,Desktop,96818,84,318.96,25,3,60+,Occasional,0,0
36,1,1,Asia,Fashion,PayPal,Standard,Mobile,161774,95,442.06,28,2,36-45,Active,0,2
48,0,1,Europe,Home,Debit Card,Standard,Mobile,108656,43,347.59,78,5,46-60,Active,0,3
25,1,0,Europe,Home,PayPal,Standard,Mobile,107335,15,222.25,62,5,18-25,Occasional,0,1
39,1,1,Europe,Electronics,Debit Card,Same-Day,Mobile,141371,44,496.64,76,4,36-45,Active,0,2
68,1,0,Asia,Home,Credit Card,Standard,Tablet,23945,81,635.73,56,5,60+,Occasional,1,0
31,1,0,Europe,Home,Debit Card,Express,Desktop,35045,77,822.09,26,3,26-35,Occasional,1,1
20,1,1,Asia,Fashion,Net Banking,Standard,Mobile,138297,98,522.4,44,1,18-25,Occasional,1,1
29,0,0,South America,Home,PayPal,Standard,Mobile,61853,10,191.47,63,2,26-35,Highly Active,0,2
54,1,1,Asia,Beauty,Credit Card,Express,Desktop,115582,37,227.83,93,2,46-60,Occasional,0,3
51,0,1,Asia,Home,Net Banking,Express,Tablet,169062,84,199.32,86,4,46-60,Occasional,0,3
38,0,1,Asia,Fashion,Net Banking,Same-Day,Tablet,52874,58,652.68,41,1,36-45,Active,1,2
67,0,1,Asia,Sports,Credit Card,Standard,Tablet,194335,41,442.04,92,4,60+,Active,0,0
30,1,1,South America,Home,Credit Card,Standard,Desktop,30778,11,541.8,22,3,26-35,Occasional,0,1
26,0,1,South America,Electronics,PayPal,Express,Desktop,150306,90,606.36,62,1,26-35,Highly Active,1,2
21,1,1,Europe,Sports,Debit Card,Express,Tablet,53380,23,481.12,67,3,18-25,Active,0,2
51,1,1,North America,Sports,Net Banking,Same-Day,Mobile,65508,44,584.75,95,1,46-60,Occasional,0,3
56,1,1,Europe,Home,Net Banking,Standard,Mobile,24463,6,498.2,37,5,46-60,Occasional,0,3
25,1,1,Europe,Home,Credit Card,Express,Mobile,80752,35,351.01,39,3,18-25,Active,0,2
59,1,1,South America,Beauty,Net Banking,Standard,Mobile,26827,95,234.04,95,1,46-60,Occasional,0,3
59,0,0,Europe,Sports,Net Banking,Standard,Desktop,155779,13,720.05,44,1,46-60,Occasional,0,3
66,1,1,South America,Beauty,Credit Card,Express,Mobile,91104,89,733.8,53,3,60+,Occasional,1,0
37,1,0,Asia,Electronics,PayPal,Same-Day,Mobile,73352,44,74.93,75,4,36-45,Occasional,0,1
51,0,0,South America,Electronics,Net Banking,Standard,Desktop,89744,27,443.13,59,3,46-60,Occasional,0,3
19,1,0,Asia,Beauty,Debit Card,Express,Desktop,146807,16,580.66,57,4,18-25,Occasional,0,1
44,1,1,Asia,Electronics,Net Banking,Standard,Mobile,150842,14,524.84,3,2,36-45,Active,0,2
52,1,0,Europe,Fashion,Net Banking,Standard,Desktop,150568,2,783.02,52,1,46-60,Occasional,0,3
61,1,0,Europe,Electronics,PayPal,Express,Desktop,164950,8,482.55,33,5,60+,Occasional,0,0
36,1,1,Europe,Electronics,Net Banking,Same-Day,Mobile,176318,96,671.86,46,1,36-45,Occasional,1,1
40,0,1,South America,Sports,PayPal,Standard,Desktop,113325,59,416.04,97,2,36-45,Occasional,0,1
49,1,1,South America,Sports,Debit Card,Standard,Tablet,118987,96,695.67,46,5,46-60,Active,1,3
19,1,0,North America,Beauty,Net Banking,Express,Desktop,120303,73,996.65,75,4,18-25,Occasional,1,1
25,1,0,Europe,Sports,Debit Card,Express,Desktop,70786,66,407.99,97,1,18-25,Active,0,2
66,0,0,Europe,Home,Debit Card,Same-Day,Mobile,82473,93,15.53,71,5,60+,Occasional,0,0
36,0,1,North America,Beauty,Credit Card,Express,Mobile,158018,55,899.81,6,5,36-45,Active,1,2
42,0,0,Europe,Electronics,PayPal,Express,Tablet,39121,84,197.84,95,2,36-45,Active,0,2
41,0,0,Europe,Fashion,Credit Card,Standard,Mobile,25841,52,64.51,38,1,36-45,Occasional,0,1
21,0,1,North America,Beauty,Debit Card,Same-Day,Desktop,164501,42,281.2,29,1,18-25,Active,0,2
52,1,0,South America,Sports,Net Banking,Express,Mobile,22067,7,856.07,3,4,46-60,Occasional,0,3
44,0,0,North America,Electronics,Debit Card,Same-Day,Tablet,138256,87,990.8,23,4,36-45,Occasional,1,1
64,1,1,North America,Sports,Net Banking,Standard,Tablet,88453,77,440.18,88,1,60+,Occasional,0,0
56,0,1,North America,Fashion,PayPal,Same-Day,Mobile,170221,1,576.61,89,1,46-60,Active,0,3
30,0,1,South America,Home,Credit Card,Express,Tablet,52546,72,320.09,95,1,26-35,Highly Active,0,2
43,0,1,Asia,Sports,PayPal,Express,Mobile,88626,91,452.09,50,5,36-45,Active,0,2
44,0,0,Asia,Beauty,Debit Card,Same-Day,Tablet,79068,40,921.27,63,4,36-45,Highly Active,0,2
47,0,1,North America,Sports,Net Banking,Standard,Tablet,163150,83,151.59,46,2,46-60,Occasional,0,3
31,1,0,South America,Electronics,PayPal,Standard,Tablet,91502,20,856.97,75,3,26-35,Active,0,2
29,1,1,Europe,Electronics,Credit Card,Standard,Desktop,31295,41,350.08,70,4,26-35,Occasional,0,1
27,1,1,North America,Sports,Net Banking,Standard,Mobile,96882,83,530.51,88,3,26-35,Occasional,1,1
36,0,1,South America,Electronics,Credit Card,Same-Day,Desktop,50044,84,407.72,95,2,36-45,Occasional,0,1
55,0,0,South America,Sports,Debit Card,Standard,Desktop,38248,25,610.47,48,5,46-60,Occasional,0,3
32,0,0,South America,Beauty,Net Banking,Express,Tablet,196210,1,707.84,41,1,26-35,Occasional,0,1
62,1,1,Asia,Electronics,Net Banking,Standard,Desktop,167666,89,23.07,93,1,60+,Highly Active,0,0
58,0,0,Europe,Electronics,Net Banking,Same-Day,Mobile,133154,68,369.32,18,3,46-60,Occasional,0,3
24,1,0,South America,Electronics,Net Banking,Same-Day,Mobile,117104,78,642.1,16,2,18-25,Occasional,1,1
44,1,0,Asia,Home,Net Banking,Same-Day,Desktop,189444,12,790.53,52,3,36-45,Active,0,2
39,1,0,North America,Electronics,Credit Card,Express,Desktop,151508,57,693.64,31,5,36-45,Active,1,2
27,0,1,North America,Electronics,Credit Card,Standard,Tablet,39396,56,692.23,36,4,26-35,Occasional,1,1
19,0,1,Asia,Sports,PayPal,Express,Mobile,166511,69,54.61,50,3,18-25,Occasional,0,1
46,0,1,Europe,Beauty,Net Banking,Express,Tablet,144630,81,153.47,6,3,46-60,Occasional,0,3
67,1,1,South America,Beauty,Credit Card,Standard,Desktop,59230,42,678.76,21,2,60+,Occasional,0,0
44,0,0,North America,Sports,Debit Card,Standard,Desktop,148371,30,500.08,63,3,36-45,Occasional,0,1
52,0,1,Europe,Fashion,PayPal,Same-Day,Tablet,36988,87,242.9,15,3,46-60,Occasional,0,3
55,1,1,North America,Home,Net Banking,Standard,Tablet,144446,93,156.25,10,3,46-60,Occasional,0,3
67,0,1,Asia,Home,Credit Card,Standard,Mobile,149972,24,168.55,83,2,60+,Active,0,0
69,0,0,South America,Fashion,Net Banking,Same-Day,Desktop,48468,48,561.17,27,4,60+,Occasional,0,0
57,1,0,North America,Beauty,Net Banking,Standard,Mobile,47487,79,356.93,43,4,46-60,Active,0,3
49,1,0,Europe,Electronics,PayPal,Same-Day,Tablet,160482,7,291.02,81,1,46-60,Highly Active,0,3
66,0,1,Europe,Fashion,PayPal,Standard,Tablet,95445,75,480.78,43,4,60+,Active,0,0
53,1,1,South America,Electronics,Debit Card,Standard,Desktop,51713,51,557.1,38,1,46-60,Highly Active,0,3
60,1,1,South America,Fashion,Credit Card,Standard,Tablet,152154,97,47.97,3,4,46-60,Occasional,0,3
19,1,0,Asia,Electronics,Debit Card,Express,Tablet,150300,100,289.76,26,2,18-25,Active,0,2
39,1,0,Asia,Home,Debit Card,Express,Desktop,160643,11,913.79,21,2,36-45,Active,0,2
31,1,0,Asia,Home,Debit Card,Express,Desktop,188107,66,652.62,99,4,26-35,Active,1,2
54,1,1,South America,Fashion,Net Banking,Same-Day,Tablet,196586,12,316.23,40,1,46-60,Occasional,0,3
37,0,1,North America,Fashion,Credit Card,Standard,Tablet,93503,35,61.84,47,2,36-45,Occasional,0,1
66,1,1,Asia,Sports,Credit Card,Standard,Desktop,198717,33,306.36,76,5,60+,Active,0,0
23,0,1,South America,Home,Net Banking,Express,Desktop,82877,22,109.83,65,3,18-25,Occasional,0,1
25,1,1,South America,Sports,PayPal,Same-Day,Desktop,155828,47,337.24,22,3,18-25,Active,0,2
53,0,0,Asia,Sports,Credit Card,Express,Desktop,181539,53,207.23,86,2,46-60,Active,0,3
39,1,0,North America,Sports,PayPal,Same-Day,Desktop,97858,8,496.2,34,2,36-45,Active,0,2
56,0,1,North America,Electronics,Credit Card,Express,Mobile,156460,14,800.13,34,4,46-60,Occasional,0,3
38,1,0,Asia,Electronics,Debit Card,Standard,Desktop,61968,1,444.16,36,3,36-45,Occasional,0,1
53,1,0,Asia,Electronics,PayPal,Standard,Mobile,170674,37,285.31,74,5,46-60,Active,0,3
45,0,0,Europe,Sports,Debit Card,Standard,Desktop,26331,56,780.84,87,1,36-45,Active,1,2
38,0,0,Asia,Sports,Debit Card,Express,Mobile,27956,27,212.35,7,2,36-45,Highly Active,0,2
42,0,1,South America,Electronics,Net Banking,Same-Day,Desktop,148967,55,230.69,73,5,36-45,Occasional,0,1
56,1,1,Asia,Electronics,PayPal,Express,Tablet,27464,62,597.56,88,1,46-60,Active,1,3
47,0,1,North America,Home,Credit Card,Same-Day,Desktop,165306,75,72.31,15,2,46-60,Occasional,0,3
58,1,1,Europe,Sports,Debit Card,Standard,Mobile,175534,19,876.73,18,1,46-60,Active,0,3
51,1,0,South America,Fashion,Credit Card,Standard,Tablet,111450,92,392.52,50,2,46-60,Active,0,3
19,1,1,Europe,Sports,Credit Card,Same-Day,Desktop,156248,51,922.49,3,3,18-25,Occasional,0,1
21,1,1,North America,Home,Net Banking,Standard,Desktop,170063,55,370.34,18,1,18-25,Active,0,2
59,0,1,Asia,Sports,PayPal,Standard,Mobile,77103,11,17.52,17,1,46-60,Occasional,0,3
46,1,1,North America,Sports,Debit Card,Same-Day,Desktop,75834,55,232.06,70,5,46-60,Active,0,3
22,0,1,North America,Home,Credit Card,Same-Day,Mobile,40830,88,923.04,28,1,18-25,Highly Active,1,2
36,1,1,South America,Home,Debit Card,Standard,Tablet,86855,90,367.98,93,5,36-45,Active,0,2
54,1,0,Europe,Electronics,Credit Card,Same-Day,Mobile,135017,66,519.13,93,4,46-60,Occasional,1,3
43,0,0,North America,Electronics,Debit Card,Express,Tablet,90910,67,731.92,3,4,36-45,Occasional,1,1
44,1,1,South America,Home,Debit Card,Standard,Desktop,109568,45,686.28,1,4,36-45,Active,0,2
18,1,0,South America,Beauty,PayPal,Same-Day,Tablet,197431,59,531.58,71,4,18-25,Occasional,1,1
25,0,1,Europe,Home,Debit Card,Express,Desktop,147756,24,714.69,40,4,18-25,Occasional,0,1
57,1,1,Europe,Home,PayPal,Same-Day,Tablet,157751,50,694.76,76,4,46-60,Active,0,3
36,1,0,North America,Sports,PayPal,Express,Mobile,56075,26,206.56,47,1,36-45,Occasional,0,1
21,0,1,Europe,Electronics,Net Banking,Same-Day,Tablet,183171,48,264.42,94,5,18-25,Occasional,0,1
20,1,0,Europe,Beauty,Credit Card,Standard,Tablet,109434,77,736.89,88,4,18-25,Active,1,2
62,1,0,North America,Electronics,Debit Card,Express,Mobile,138591,23,49.69,45,3,60+,Occasional,0,0
66,0,0,Asia,Electronics,Net Banking,Standard,Tablet,32039,96,731.59,71,4,60+,Active,1,0
30,0,0,Europe,Beauty,Net Banking,Express,Mobile,119266,36,788.58,25,3,26-35,Occasional,0,1
60,1,1,Asia,Sports,Debit Card,Express,Desktop,79205,93,211.39,68,4,46-60,Highly Active,0,3
44,0,1,Asia,Electronics,Net Banking,Express,Tablet,168895,32,311.25,30,3,36-45,Occasional,0,1
18,0,1,Asia,Home,Credit Card,Same-Day,Tablet,97491,58,796.71,17,4,18-25,Occasional,1,1
65,1,1,Asia,Sports,Debit Card,Same-Day,Mobile,47256,93,44.38,27,2,60+,Occasional,0,0
64,0,0,Asia,Electronics,Debit Card,Express,Desktop,52650,74,65.93,63,4,60+,Highly Active,0,0
33,1,0,Asia,Home,Net Banking,Express,Tablet,114131,90,414.56,17,1,26-35,Occasional,0,1
39,0,1,Asia,Home,Credit Card,Express,Desktop,154515,96,405.79,57,1,36-45,Occasional,0,1
29,1,0,Asia,Electronics,PayPal,Standard,Tablet,177078,21,834.94,65,1,26-35,Active,0,2
28,0,0,North America,Electronics,PayPal,Express,Tablet,121640,66,104.56,96,3,26-35,Active,0,2
22,0,1,Asia,Beauty,Debit Card,Same-Day,Mobile,59697,12,621.89,19,5,18-25,Occasional,0,1
69,0,1,North America,Fashion,Debit Card,Express,Mobile,192312,63,925.98,31,5,60+,Occasional,1,0
64,0,0,Asia,Electronics,Credit Card,Express,Tablet,42094,22,34.79,21,1,60+,Active,0,0
63,0,1,Europe,Home,Credit Card,Express,Mobile,53426,22,520.63,80,5,60+,Active,0,0
53,1,0,Asia,Sports,Net Banking,Same-Day,Desktop,178862,87,418.41,68,4,46-60,Occasional,0,3
67,0,1,Asia,Home,Debit Card,Same-Day,Mobile,106906,32,646.37,84,5,60+,Active,0,0
37,1,1,Asia,Beauty,Net Banking,Same-Day,Tablet,146893,91,788.49,17,4,36-45,Occasional,1,1
20,1,1,South America,Electronics,Net Banking,Express,Mobile,37931,14,514.66,55,5,18-25,Occasional,0,1
31,1,1,North America,Electronics,PayPal,Same-Day,Desktop,125269,69,563.6,17,3,26-35,Active,1,2
39,1,0,North America,Fashion,Debit Card,Express,Tablet,169407,39,413.2,79,3,36-45,Active,0,2
48,1,0,Asia,Home,Debit Card,Standard,Mobile,35668,22,653.53,86,4,46-60,Active,0,3
60,1,1,North America,Beauty,Debit Card,Standard,Mobile,48465,6,299.27,95,2,46-60,Occasional,0,3
43,1,1,North America,Home,PayPal,Express,Desktop,73552,70,429.87,76,5,36-45,Active,0,2
37,0,1,North America,Electronics,Credit Card,Standard,Desktop,51767,64,750.44,31,4,36-45,Occasional,1,1
50,0,0,Europe,Sports,Debit Card,Express,Desktop,67122,59,294.49,55,4,46-60,Active,0,3
59,0,1,South America,Electronics,Credit Card,Express,Mobile,35430,93,35.67,70,2,46-60,Active,0,3
53,0,1,Europe,Fashion,Debit Card,Standard,Tablet,115041,57,475.19,6,5,46-60,Occasional,0,3
68,1,0,Asia,Electronics,Net Banking,Standard,Desktop,199143,92,846.58,26,4,60+,Active,1,0
69,1,0,South America,Sports,Net Banking,Express,Desktop,122823,70,493.59,75,5,60+,Active,0,0
23,1,0,North America,Fashion,Credit Card,Same-Day,Mobile,165165,68,736.74,39,1,18-25,Active,1,2
32,1,1,Asia,Electronics,PayPal,Express,Mobile,176004,64,118.09,1,2,26-35,Active,0,2
56,0,1,Asia,Fashion,Debit Card,Express,Tablet,130853,28,577.34,59,4,46-60,Highly Active,0,3
44,1,1,Europe,Fashion,Net Banking,Standard,Mobile,36200,87,109.31,40,1,36-45,Occasional,0,1
59,1,1,South America,Sports,Net Banking,Same-Day,Tablet,186666,37,120.46,97,5,46-60,Highly Active,0,3
56,0,0,South America,Fashion,Net Banking,Same-Day,Desktop,164598,85,928.7,36,4,46-60,Occasional,1,3
27,1,0,South America,Home,PayPal,Standard,Tablet,176867,67,730.48,87,1,26-35,Occasional,1,1
64,0,1,North America,Electronics,PayPal,Express,Tablet,24830,83,424.27,61,1,60+,Occasional,0,0
64,1,0,South America,Fashion,Net Banking,Express,Mobile,49610,57,392.9,63,4,60+,Active,0,0
39,0,1,Europe,Home,PayPal,Express,Tablet,130761,81,314.52,58,2,36-45,Occasional,0,1
43,1,0,Asia,Fashion,Debit Card,Standard,Desktop,90980,72,495.75,29,4,36-45,Occasional,0,1
27,0,1,Europe,Sports,Net Banking,Express,Desktop,93158,58,106.91,33,5,26-35,Occasional,0,1
63,1,1,South America,Sports,Credit Card,Same-Day,Mobile,129064,71,956.14,60,2,60+,Active,1,0
54,1,0,Asia,Home,Credit Card,Standard,Tablet,52877,31,488.73,1,1,46-60,Occasional,0,3
57,1,1,North America,Beauty,Debit Card,Standard,Tablet,64383,53,824.76,78,3,46-60,Active,1,3
63,1,1,North America,Electronics,PayPal,Same-Day,Desktop,117167,10,59.91,96,1,60+,Occasional,0,0
29,0,1,Asia,Sports,Net Banking,Standard,Tablet,133382,91,839.53,82,2,26-35,Occasional,1,1
63,1,0,North America,Fashion,PayPal,Same-Day,Mobile,184119,69,788.36,28,2,60+,Occasional,1,0
51,0,0,Europe,Electronics,Credit Card,Express,Tablet,96828,54,826.06,82,3,46-60,Active,1,3
59,1,1,Europe,Beauty,Credit Card,Same-Day,Tablet,84405,18,374.46,50,5,46-60,Occasional,0,3
41,0,0,Asia,Beauty,PayPal,Express,Mobile,187172,85,815.39,61,1,36-45,Active,1,2
27,1,0,Europe,Electronics,Net Banking,Standard,Tablet,60184,69,21.14,94,1,26-35,Active,0,2
40,0,0,Europe,Sports,Net Banking,Standard,Mobile,89120,72,107.46,69,4,36-45,Occasional,0,1
42,1,0,South America,Electronics,Net Banking,Standard,Mobile,170982,34,602.23,4,5,36-45,Occasional,0,1
39,1,0,Asia,Electronics,Net Banking,Same-Day,Desktop,182057,60,431.06,67,5,36-45,Active,0,2
25,0,0,Europe,Sports,PayPal,Express,Desktop,26646,11,578.7,16,3,18-25,Active,0,2
46,0,0,North America,Sports,Credit Card,Express,Desktop,108584,23,240.93,47,4,46-60,Occasional,0,3
23,0,0,Europe,Fashion,Debit Card,Express,Tablet,46312,63,792.27,39,4,18-25,Highly Active,1,2
49,0,0,South America,Sports,Debit Card,Standard,Mobile,183264,74,694.5,49,1,46-60,Active,1,3
37,1,0,Europe,Beauty,Credit Card,Express,Mobile,26112,47,818.25,38,4,36-45,Highly Active,0,2
37,0,1,South America,Fashion,Credit Card,Express,Desktop,164933,77,379.32,93,2,36-45,Active,0,2
30,1,1,North America,Beauty,Debit Card,Same-Day,Mobile,29307,21,379.37,99,5,26-35,Occasional,0,1
61,1,0,Asia,Beauty,Net Banking,Same-Day,Mobile,181088,37,442.02,81,2,60+,Highly Active,0,0
28,0,0,South America,Beauty,Net Banking,Express,Desktop,146774,90,794.73,34,4,26-35,Occasional,1,1
21,0,0,North America,Fashion,Credit Card,Standard,Desktop,78377,36,929.73,62,4,18-25,Active,0,2
55,1,0,Europe,Electronics,Credit Card,Standard,Tablet,29804,67,806.52,6,5,46-60,Occasional,1,3
66,1,0,North America,Electronics,Debit Card,Same-Day,Mobile,102182,5,894.59,17,3,60+,Highly Active,0,0
60,1,1,Europe,Electronics,Credit Card,Standard,Tablet,55641,9,741.94,94,5,46-60,Active,0,3
62,0,1,Asia,Electronics,Debit Card,Express,Desktop,129814,93,725.04,78,4,60+,Occasional,1,0
44,0,0,South America,Fashion,Net Banking,Standard,Mobile,151454,9,298.46,87,5,36-45,Active,0,2
20,1,0,North America,Home,Debit Card,Express,Desktop,87154,65,185.02,24,1,18-25,Occasional,0,1
47,0,1,Europe,Fashion,Credit Card,Same-Day,Desktop,169591,37,9.21,98,5,46-60,Occasional,0,3
66,1,1,North America,Beauty,Debit Card,Standard,Desktop,102456,51,723.79,43,5,60+,Active,0,0
28,0,1,Europe,Home,Debit Card,Express,Tablet,77977,26,720.26,20,2,26-35,Active,0,2
31,1,0,North America,Electronics,Net Banking,Same-Day,Tablet,43851,72,601.48,5,2,26-35,Active,1,2
23,1,0,North America,Home,PayPal,Same-Day,Mobile,149356,94,158.89,96,5,18-25,Occasional,0,1
58,0,1,Europe,Fashion,Debit Card,Standard,Mobile,137277,89,128.12,19,2,46-60,Active,0,3
48,0,0,Europe,Sports,Net Banking,Same-Day,Tablet,73344,49,730.93,80,3,46-60,Active,0,3
66,1,0,South America,Sports,Debit Card,Standard,Mobile,116323,68,538.85,94,3,60+,Occasional,1,0
22,1,0,North America,Fashion,Net Banking,Express,Tablet,163778,80,870.61,91,2,18-25,Active,1,2
